# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
294300.1000 M8826 511799 2 25062.1000 p6 p71 n/a N p6->p75->p0
294300.1000 M8560 770967 3 33169.1000 p51 p87 n/a N p51->p44->p0->p75
294300.1000 M8565 670977 3 33016.1000 p18 p9 n/a N p18->p93->p0->p75
294300.1000 M8916 881334 4 22309.1000 p48 p90 n/a N p48->p33->p86->p0->p75
294483.4000 M9643 798613 1 288.4000 p55 p23 n/a N p55->p90
294530.2000 M8881 798040 4 23606.2000 p71 p57 n/a N p71->p98->p73->p85->p82
294530.2000 M9141 952551 3 15676.2000 p84 p23 n/a N p84->p38->p85->p82
294538.1000 M8969 525030 3 20926.1000 p32 p80 n/a N p32->p73->p75->p30
294538.1000 M8622 850632 2 31522.1000 p1 p67 n/a N p1->p75->p30
294538.1000 M9502 604749 5 4655.1000 p21 p8 n/a N p21->p13->p91->p1->p75->p30
294641.1000 M9189 670883 3 14320.1000 p15 p67 n/a N p15->p23->p27->p0
294710.1000 M8505 585135 3 35261.1000 p21 p17 n/a N p21->p69->p78->p53
294710.1000 M9447 998983 2 6507.1000 p18 p80 n/a N p18->p78->p53
294818.4000 M8556 891033 3 33809.4000 p13 p65 n/a N p13->p34->p35->p82
294880.8000 M9189 670883 3 14559.8000 p15 p67 n/a N p15->p23->p27->p1
294990.3000 M9315 545860 3 10823.3000 p56 p40 n/a N p56->p91->p0->p45
294990.3000 M9458 905284 5 6449.3000 p64 p74 n/a N p64->p60->p56->p91->p0->p45
294990.3000 M9185 616945 5 14791.3000 p64 p20 n/a N p64->p60->p56->p91->p0->p45
294990.3000 M8528 573369 3 34837.3000 p19 p29 n/a N p19->p28->p45->p0
294990.3000 M8745 846328 4 28224.3000 p24 p1 n/a N p24->p60->p41->p45->p0
294990.8000 M8628 944953 3 31790.8000 p0 p38 n/a N p0->p67->p93->p47
294990.8000 M8841 579300 4 25291.8000 p32 p78 n/a N p32->p73->p67->p93->p47
295024.1000 M9108 885061 4 17175.1000 p32 p76 n/a N p32->p45->p56->p62->p1
295341.5000 M9542 699769 2 4235.5000 p32 p84 n/a N p32->p44->p81
295423.3000 M9498 535651 3 5661.3000 p89 p35 n/a N p89->p55->p90->p15
295423.3000 M8504 631784 5 36005.3000 p75 p8 n/a N p75->p24->p39->p36->p90->p15
295423.3000 M8887 672535 4 24316.3000 p69 p28 n/a N p69->p39->p36->p90->p15
295423.3000 M9019 523693 3 20289.3000 p24 p19 n/a N p24->p13->p90->p15
295423.3000 M8624 775959 1 32346.3000 p15 p89 n/a N p15->p90
295620.8000 M8682 934237 1 30769.8000 p1 p31 n/a N p1->p87
295712.9000 M9601 807048 2 2804.9000 p15 p22 n/a N p15->p90->p34
295715.9000 M9189 670883 3 15394.9000 p15 p67 n/a N p15->p23->p27->p6
295715.9000 M9494 986430 4 6076.9000 p45 p49 n/a N p45->p97->p23->p6->p27
295744.6000 M9396 810228 1 9107.6000 p84 p81 n/a N p84->p7
295744.6000 M8600 591485 1 33395.6000 p84 p9 n/a N p84->p7
295972.6000 M8933 856464 3 23461.6000 p20 p87 n/a N p20->p78->p80->p6
295972.6000 M8988 743456 4 21784.6000 p2 p55 n/a N p2->p73->p25->p80->p6
295972.6000 M9337 815221 4 11133.6000 p52 p78 n/a N p52->p37->p25->p80->p6
295972.6000 M9224 650314 3 14583.6000 p20 p10 n/a N p20->p78->p80->p6
296030.6000 M9074 696437 4 19220.6000 p63 p8 n/a N p63->p2->p80->p37->p94
296030.6000 M9150 753578 2 16901.6000 p80 p22 n/a N p80->p37->p94
296030.6000 M8984 928703 5 21964.6000 p55 p65 n/a N p55->p85->p81->p44->p37->p94
296030.6000 M9301 714222 2 12286.6000 p65 p78 n/a N p65->p37->p94
296159.7000 M9529 546797 1 5450.7000 p20 p38 n/a N p20->p85
296180.4000 M9310 951620 1 12163.4000 p35 p33 n/a N p35->p45
296180.4000 M9512 995952 2 5991.4000 p33 p49 n/a N p33->p45->p35
296180.4000 M8587 930731 5 34225.4000 p71 p43 n/a N p71->p48->p6->p75->p45->p35
296180.4000 M8837 564519 5 26604.4000 p43 p78 n/a N p43->p99->p41->p75->p45->p35
296180.4000 M8778 906508 3 28402.4000 p53 p42 n/a N p53->p13->p45->p35
296180.4000 M8531 793880 4 35937.4000 p38 p23 n/a N p38->p53->p13->p45->p35
296261.8000 M9109 946261 3 18381.8000 p87 p30 n/a N p87->p57->p79->p24
296330.3000 M9638 916709 1 2289.3000 p5 p39 n/a N p5->p6
296330.3000 M8660 746719 4 32152.3000 p57 p72 n/a N p57->p48->p10->p6->p5
296330.3000 M8836 931903 3 26785.3000 p22 p69 n/a N p22->p26->p6->p5
296493.2000 M8928 896672 1 24137.2000 p60 p10 n/a N p60->p89
296493.2000 M9712 987354 1 191.2000 p89 p69 n/a N p89->p60
296588.7000 M8725 577083 3 30431.7000 p48 p41 n/a N p48->p72->p10->p4
296588.7000 M8543 519010 2 35979.7000 p5 p0 n/a N p5->p10->p4
296600.9000 M9205 656461 2 15789.9000 p29 p38 n/a N p29->p78->p22
296600.9000 M9011 802845 3 21711.9000 p7 p68 n/a N p7->p58->p22->p78
297516.8000 M9016 844275 3 22475.8000 p40 p70 n/a N p40->p53->p89->p69
297694.9000 M9211 622937 3 16700.9000 p32 p79 n/a N p32->p45->p11->p70
298013.7000 M8742 630269 3 31338.7000 p26 p25 n/a N p26->p8->p15->p2
298312.5000 M8501 694571 2 38984.5000 p21 p24 n/a N p21->p93->p94
298312.5000 M9437 785451 4 10417.5000 p58 p26 n/a N p58->p78->p37->p94->p93
298312.5000 M9600 599807 3 5435.5000 p61 p49 n/a N p61->p33->p94->p93
298653.3000 M9508 875749 3 8587.3000 p23 p37 n/a N p23->p6->p85->p68
298997.7000 M9732 509820 1 2084.7000 p87 p73 n/a N p87->p58
299122.6000 M9670 634908 1 4102.6000 p6 p66 n/a N p6->p97
299122.6000 M9521 696355 2 8657.6000 p5 p55 n/a N p5->p6->p97
299199.6000 M8703 887503 1 33709.6000 p56 p73 n/a N p56->p25
299199.6000 M8945 787235 6 26322.6000 p61 p45 n/a N p61->p63->p85->p0->p93->p56->p25
299199.6000 M8965 996109 2 25709.6000 p86 p43 n/a N p86->p56->p25
299199.6000 M8920 833041 7 27087.6000 p79 p76 n/a N p79->p14->p6->p45->p86->p93->p56->p25
299915.4000 M9057 595784 2 23622.4000 p75 p32 n/a N p75->p33->p54
299915.4000 M9033 725464 2 24353.4000 p79 p59 n/a N p79->p33->p54
299915.4000 M9547 971876 2 8657.4000 p14 p43 n/a N p14->p33->p54
299920.3000 M8935 572234 2 27347.3000 p57 p26 n/a N p57->p72->p36
299920.3000 M9663 728725 2 5112.3000 p3 p85 n/a N p3->p72->p36
299920.3000 M9541 600132 1 8845.3000 p36 p44 n/a N p36->p72
299920.3000 M9143 500800 4 21005.3000 p47 p27 n/a N p47->p16->p53->p36->p72
299978.3000 M8729 687461 3 33700.3000 p58 p32 n/a N p58->p62->p1->p28
299978.3000 M9061 747143 5 23564.3000 p75 p71 n/a N p75->p45->p13->p86->p1->p28
299978.3000 M9098 869528 4 22437.3000 p68 p17 n/a N p68->p6->p13->p1->p28
299978.3000 M9054 910050 3 23777.3000 p0 p64 n/a N p0->p13->p1->p28
299978.3000 M9537 853932 1 9024.3000 p1 p28 n/a N p1->p28
299978.3000 M8866 894222 4 29514.3000 p48 p18 n/a N p48->p33->p86->p1->p28
299978.3000 M9414 504989 2 12787.3000 p27 p42 n/a N p27->p1->p28
299978.3000 M9158 521600 4 20605.3000 p20 p23 n/a N p20->p16->p60->p1->p28
299978.3000 M9189 670883 4 19657.3000 p15 p67 n/a N p15->p23->p27->p1->p28
299978.3000 M9306 547160 3 16082.3000 p23 p42 n/a N p23->p27->p1->p28
299978.3000 M9108 885061 5 22129.3000 p32 p76 n/a N p32->p45->p56->p62->p1->p28
299978.3000 M8699 630120 2 34610.3000 p70 p35 n/a N p70->p28->p1
300307.5000 M9766 560829 2 2358.5000 p31 p11 n/a N p31->p23->p55
300339.3000 M9593 738776 2 7675.3000 p49 p41 n/a N p49->p98->p83
300339.3000 M9797 821819 1 1451.3000 p83 p24 n/a N p83->p98
300372.6000 M9315 545860 3 16205.6000 p56 p40 n/a N p56->p91->p0->p35
300372.6000 M9458 905284 5 11831.6000 p64 p74 n/a N p64->p60->p56->p91->p0->p35
300372.6000 M9185 616945 5 20173.6000 p64 p20 n/a N p64->p60->p56->p91->p0->p35
300372.6000 M9229 953761 4 18829.6000 p43 p17 n/a N p43->p88->p56->p0->p35
300603.7000 M9725 814583 4 3903.7000 p23 p27 n/a N p23->p31->p35->p47->p30
300675.8000 M8852 899585 3 30641.8000 p75 p53 n/a N p75->p41->p86->p0
300675.8000 M9272 604653 4 17822.8000 p70 p22 n/a N p70->p92->p51->p86->p0
300675.8000 M8528 573369 4 40522.8000 p19 p29 n/a N p19->p28->p45->p0->p86
300675.8000 M8745 846328 5 33909.8000 p24 p1 n/a N p24->p60->p41->p45->p0->p86
300675.8000 M9315 545860 3 16508.8000 p56 p40 n/a N p56->p91->p0->p86
300675.8000 M9458 905284 5 12134.8000 p64 p74 n/a N p64->p60->p56->p91->p0->p86
300675.8000 M9185 616945 5 20476.8000 p64 p20 n/a N p64->p60->p56->p91->p0->p86
300675.8000 M9303 838024 2 16870.8000 p70 p22 n/a N p70->p0->p86
300796.4000 M8826 511799 2 31558.4000 p6 p71 n/a N p6->p75->p28
300796.4000 M8815 898452 5 31893.4000 p16 p86 n/a N p16->p13->p88->p41->p75->p28
300796.4000 M9186 632939 5 20567.4000 p45 p30 n/a N p45->p32->p56->p62->p75->p28
300796.4000 M9295 989564 5 17237.4000 p49 p89 n/a N p49->p35->p54->p30->p75->p28
300796.4000 M9477 821999 4 11675.4000 p60 p45 n/a N p60->p64->p62->p75->p28
301344.8000 M8949 791953 4 28345.8000 p10 p70 n/a N p10->p47->p82->p81->p28
301344.8000 M9847 841411 1 931.8000 p81 p48 n/a N p81->p28
301409.2000 M9229 953761 5 19866.2000 p43 p17 n/a N p43->p88->p56->p0->p35->p30
301665.2000 M8815 898452 5 32762.2000 p16 p86 n/a N p16->p13->p88->p41->p75->p81
301755.1000 M9423 718342 3 14287.1000 p9 p18 n/a N p9->p94->p41->p97
301798.8000 M9463 818228 4 13103.8000 p46 p1 n/a N p46->p27->p0->p86->p28
301798.8000 M8852 899585 3 31764.8000 p75 p53 n/a N p75->p41->p86->p28
301798.8000 M9876 833882 1 497.8000 p86 p3 n/a N p86->p28
301798.8000 M9087 975589 4 24593.8000 p77 p1 n/a N p77->p90->p42->p86->p28
301798.8000 M8686 960012 5 36824.8000 p59 p44 n/a N p59->p70->p89->p19->p28->p86
302004.7000 M8505 585135 3 42555.7000 p21 p17 n/a N p21->p69->p78->p14
302004.7000 M9447 998983 2 13801.7000 p18 p80 n/a N p18->p78->p14
302010.3000 M9760 859129 3 4244.3000 p64 p30 n/a N p64->p56->p25->p63
302018.7000 M9477 821999 5 12897.7000 p60 p45 n/a N p60->p64->p62->p75->p81->p76
302018.7000 M9186 632939 6 21789.7000 p45 p30 n/a N p45->p32->p56->p62->p75->p81->p76
302018.7000 M9847 841411 1 1605.7000 p81 p48 n/a N p81->p76
302352.2000 M9056 673777 1 26090.2000 p34 p78 n/a N p34->p64
302473.2000 M8514 911805 6 42750.2000 p69 p29 n/a N p69->p83->p11->p27->p76->p50->p75
302473.2000 M8863 532427 1 32102.2000 p50 p30 n/a N p50->p75
302473.2000 M9032 625016 1 26942.2000 p75 p28 n/a N p75->p50
302473.2000 M9384 972458 5 16200.2000 p5 p85 n/a N p5->p90->p87->p28->p75->p50
302493.5000 M8815 898452 6 33590.5000 p16 p86 n/a N p16->p13->p88->p41->p75->p33->p39
302493.5000 M9183 660602 2 22355.5000 p6 p86 n/a N p6->p33->p39
302493.5000 M9547 971876 2 11235.5000 p14 p43 n/a N p14->p33->p39
302749.8000 M9754 920492 1 5166.8000 p41 p68 n/a N p41->p35
302805.6000 M9351 933072 4 17539.6000 p20 p47 n/a N p20->p46->p72->p3->p28
302805.6000 M8508 869756 6 43263.6000 p83 p88 n/a N p83->p69->p56->p48->p72->p3->p28
302805.6000 M9097 652676 2 25295.6000 p36 p45 n/a N p36->p3->p28
302805.6000 M9506 906484 2 12800.6000 p21 p30 n/a N p21->p3->p28
302805.6000 M9781 773087 2 4400.6000 p81 p35 n/a N p81->p28->p3
303142.4000 M8935 572234 2 30569.4000 p57 p26 n/a N p57->p72->p0
303142.4000 M9663 728725 2 8334.4000 p3 p85 n/a N p3->p72->p0
303142.4000 M9354 749490 2 17785.4000 p86 p81 n/a N p86->p0->p72
303142.4000 M9315 545860 3 18975.4000 p56 p40 n/a N p56->p91->p0->p72
303142.4000 M9458 905284 5 14601.4000 p64 p74 n/a N p64->p60->p56->p91->p0->p72
303142.4000 M9185 616945 5 22943.4000 p64 p20 n/a N p64->p60->p56->p91->p0->p72
303142.4000 M9229 953761 4 21599.4000 p43 p17 n/a N p43->p88->p56->p0->p72
303478.1000 M9534 871143 4 12615.1000 p65 p56 n/a N p65->p24->p82->p20->p78
303648.8000 M8986 569350 2 29521.8000 p77 p66 n/a N p77->p82->p78
303648.8000 M8836 931903 4 34103.8000 p22 p69 n/a N p22->p26->p6->p82->p78
303648.8000 M9140 923591 1 24825.8000 p82 p56 n/a N p82->p78
303648.8000 M8556 891033 4 42639.8000 p13 p65 n/a N p13->p34->p35->p82->p78
303648.8000 M8802 521481 5 35141.8000 p55 p52 n/a N p55->p19->p98->p91->p78->p82
303648.8000 M9094 771450 2 26230.8000 p29 p31 n/a N p29->p78->p82
303648.8000 M9145 502235 1 24672.8000 p78 p25 n/a N p78->p82
303675.8000 M9204 702522 3 22894.8000 p23 p60 n/a N p23->p84->p11->p19
303675.8000 M9595 879099 3 10951.8000 p55 p11 n/a N p55->p90->p19->p11
303854.6000 M8977 826014 5 30000.6000 p78 p24 n/a N p78->p19->p31->p81->p28->p76
303854.6000 M8704 842027 5 38334.6000 p41 p77 n/a N p41->p7->p31->p81->p28->p76
303854.6000 M8996 994370 2 29421.6000 p27 p76 n/a N p27->p28->p76
303854.6000 M9168 826010 2 24173.6000 p12 p78 n/a N p12->p76->p28
303871.5000 M8568 534218 3 42494.5000 p52 p54 n/a N p52->p96->p71->p99
304038.8000 M8904 851917 6 32413.8000 p41 p51 n/a N p41->p58->p63->p18->p30->p62->p76
304038.8000 M9577 818056 3 11861.8000 p7 p43 n/a N p7->p84->p62->p76
304038.8000 M8685 769585 4 39095.8000 p35 p65 n/a N p35->p82->p99->p62->p76
304038.8000 M8814 817729 3 35166.8000 p65 p90 n/a N p65->p0->p62->p76
304038.8000 M8955 575413 3 30854.8000 p80 p60 n/a N p80->p0->p62->p76
304176.9000 M9869 667515 2 3088.9000 p35 p53 n/a N p35->p14->p86
304190.3000 M9061 747143 4 27776.3000 p75 p71 n/a N p75->p45->p13->p86->p9
304190.3000 M8866 894222 3 33726.3000 p48 p18 n/a N p48->p33->p86->p9
304197.5000 M8803 713845 4 35660.5000 p32 p60 n/a N p32->p31->p79->p14->p9
304197.5000 M8700 806362 4 38799.5000 p31 p58 n/a N p31->p71->p98->p14->p9
304197.5000 M8743 914054 6 37492.5000 p37 p40 n/a N p37->p33->p48->p82->p77->p14->p9
304197.5000 M9511 846634 1 14039.5000 p14 p43 n/a N p14->p9
304197.5000 M8772 986731 5 36603.5000 p52 p73 n/a N p52->p48->p82->p77->p14->p9
304197.5000 M9463 818228 5 15502.5000 p46 p1 n/a N p46->p27->p0->p86->p14->p9
304197.5000 M8678 920756 2 39468.5000 p73 p77 n/a N p73->p14->p9
304197.5000 M9447 998983 3 15994.5000 p18 p80 n/a N p18->p78->p14->p9
304328.9000 M9081 768521 3 27305.9000 p22 p80 n/a N p22->p1->p26->p54
304722.9000 M9803 732058 3 5649.9000 p26 p42 n/a N p26->p96->p76->p94
304744.8000 M9775 993124 1 6521.8000 p21 p4 n/a N p21->p85
305074.9000 M8799 920605 1 36658.9000 p28 p46 n/a N p28->p8
305096.5000 M9201 828522 3 24407.5000 p36 p27 n/a N p36->p81->p9->p43
305096.5000 M9260 609483 1 22609.5000 p9 p33 n/a N p9->p43
305208.4000 M8913 708194 3 33308.4000 p67 p80 n/a N p67->p0->p13->p28
305208.4000 M9628 615603 2 11474.4000 p71 p39 n/a N p71->p13->p28
305345.0000 M8544 676365 7 44705.0000 p58 p74 n/a N p58->p10->p79->p97->p49->p44->p54->p76
305345.0000 M9167 728110 4 25695.0000 p71 p89 n/a N p71->p63->p44->p54->p76
305345.0000 M9166 841613 2 25726.0000 p44 p83 n/a N p44->p54->p76
305345.0000 M8899 585845 5 33873.0000 p79 p4 n/a N p79->p97->p49->p44->p54->p76
305345.0000 M8631 998033 6 42054.0000 p10 p67 n/a N p10->p79->p97->p49->p44->p54->p76
305356.1000 M8907 912568 2 33639.1000 p69 p32 n/a N p69->p88->p72
305394.7000 M9734 871463 2 8419.7000 p72 p10 n/a N p72->p36->p0
305394.7000 M8729 687461 3 39116.7000 p58 p32 n/a N p58->p62->p0->p36
305394.7000 M8866 894222 4 34930.7000 p48 p18 n/a N p48->p33->p86->p0->p36
305394.7000 M9477 821999 4 16273.7000 p60 p45 n/a N p60->p64->p62->p0->p36
305394.7000 M9189 670883 4 25073.7000 p15 p67 n/a N p15->p23->p27->p0->p36
305394.7000 M9186 632939 5 25165.7000 p45 p30 n/a N p45->p32->p56->p62->p0->p36
305394.7000 M9108 885061 5 27545.7000 p32 p76 n/a N p32->p45->p56->p62->p0->p36
305394.7000 M8852 899585 4 35360.7000 p75 p53 n/a N p75->p41->p86->p0->p36
305396.6000 M9145 502235 2 26420.6000 p78 p25 n/a N p78->p69->p86
305396.6000 M9435 893561 3 17562.6000 p60 p38 n/a N p60->p93->p69->p86
305474.4000 M9589 844748 3 12931.4000 p55 p17 n/a N p55->p93->p60->p36
305493.8000 M8764 972451 4 38146.8000 p25 p77 n/a N p25->p46->p76->p28->p65
305493.8000 M9470 545205 2 16586.8000 p24 p90 n/a N p24->p65->p28
305515.5000 M9058 997552 5 29192.5000 p42 p22 n/a N p42->p90->p82->p10->p6->p78
305515.5000 M8907 912568 2 33798.5000 p69 p32 n/a N p69->p6->p78
305515.5000 M9036 586381 4 29862.5000 p48 p66 n/a N p48->p82->p10->p6->p78
305520.3000 M9584 982296 1 13129.3000 p18 p15 n/a N p18->p8
305520.3000 M9686 549153 2 10013.3000 p70 p28 n/a N p70->p18->p8
305688.4000 M9267 996540 3 22988.4000 p15 p56 n/a N p15->p87->p93->p56
305688.4000 M9474 869454 3 16659.4000 p41 p68 n/a N p41->p47->p93->p56
305730.9000 M8918 979917 1 33679.9000 p46 p61 n/a N p46->p98
305745.3000 M9236 758731 2 23988.3000 p37 p47 n/a N p37->p42->p41
305745.3000 M9039 811455 5 30002.3000 p3 p18 n/a N p3->p88->p63->p82->p41->p42
305759.5000 M8915 833285 2 33799.5000 p49 p29 n/a N p49->p8->p14
305825.0000 M9846 633844 2 5443.0000 p19 p43 n/a N p19->p23->p76
305825.0000 M9755 736324 2 8211.0000 p19 p73 n/a N p19->p23->p76
305904.7000 M9865 796237 1 4940.7000 p75 p90 n/a N p75->p74
306030.8000 M9589 844748 3 13487.8000 p55 p17 n/a N p55->p93->p60->p0
306030.8000 M9424 923647 3 18532.8000 p51 p63 n/a N p51->p86->p0->p60
306151.5000 M8836 931903 4 36606.5000 p22 p69 n/a N p22->p26->p6->p82->p30
306283.1000 M8926 557006 4 33988.1000 p77 p47 n/a N p77->p90->p89->p71->p98
306283.1000 M9292 842962 4 22815.1000 p49 p24 n/a N p49->p35->p85->p71->p98
306283.1000 M9394 783138 4 19706.1000 p17 p46 n/a N p17->p20->p99->p71->p98
306283.1000 M9293 913378 2 22785.1000 p3 p78 n/a N p3->p71->p98
306283.1000 M8987 648470 5 32125.1000 p33 p56 n/a N p33->p48->p82->p3->p71->p98
306283.1000 M9008 510326 7 31486.1000 p48 p87 n/a N p48->p70->p77->p47->p88->p3->p71->p98
306283.1000 M8786 993748 4 38263.1000 p48 p51 n/a N p48->p82->p3->p71->p98
306283.1000 M8964 834337 2 32824.1000 p10 p60 n/a N p10->p98->p71
306311.9000 M8826 511799 3 37073.9000 p6 p71 n/a N p6->p75->p28->p36
306311.9000 M9876 833882 2 5010.9000 p86 p3 n/a N p86->p28->p36
306311.9000 M9628 615603 3 12577.9000 p71 p39 n/a N p71->p13->p28->p36
306311.9000 M8861 773940 3 36000.9000 p10 p83 n/a N p10->p52->p28->p36
306311.9000 M9168 826010 3 26630.9000 p12 p78 n/a N p12->p76->p28->p36
306311.9000 M9847 841411 2 5898.9000 p81 p48 n/a N p81->p28->p36
306311.9000 M8996 994370 2 31878.9000 p27 p76 n/a N p27->p28->p36
306311.9000 M8935 572234 3 33738.9000 p57 p26 n/a N p57->p72->p36->p28
306311.9000 M9663 728725 3 11503.9000 p3 p85 n/a N p3->p72->p36->p28
306311.9000 M9143 500800 4 27396.9000 p47 p27 n/a N p47->p16->p53->p36->p28
306311.9000 M9236 758731 3 24554.9000 p37 p47 n/a N p37->p42->p36->p28
306311.9000 M8793 786688 1 38077.9000 p36 p19 n/a N p36->p28
306311.9000 M9769 745090 2 8271.9000 p60 p34 n/a N p60->p36->p28
306395.3000 M9467 716588 3 17578.3000 p24 p81 n/a N p24->p65->p94->p39
306523.5000 M8583 593405 3 44689.5000 p34 p6 n/a N p34->p13->p41->p28
306523.5000 M9017 813561 4 31451.5000 p57 p46 n/a N p57->p11->p56->p41->p28
306523.5000 M8594 982414 5 44355.5000 p17 p6 n/a N p17->p56->p22->p75->p41->p28
306523.5000 M8538 528395 4 46066.5000 p86 p83 n/a N p86->p16->p75->p41->p28
306523.5000 M9367 573485 1 20770.5000 p41 p78 n/a N p41->p28
306523.5000 M9087 975589 5 29318.5000 p77 p1 n/a N p77->p90->p42->p86->p28->p41
306523.5000 M8893 656891 3 35233.5000 p9 p25 n/a N p9->p81->p28->p41
306758.2000 M9462 995879 3 18094.2000 p52 p84 n/a N p52->p79->p5->p44
306948.5000 M9833 711739 2 6962.5000 p36 p64 n/a N p36->p0->p58
307089.2000 M9881 518378 1 5636.2000 p4 p7 n/a N p4->p94
307089.2000 M8515 744433 4 47335.2000 p23 p32 n/a N p23->p75->p0->p4->p94
307089.2000 M9247 573607 1 24996.2000 p4 p53 n/a N p4->p94
307103.6000 M9277 851309 3 24097.6000 p52 p31 n/a N p52->p65->p30->p95
307268.9000 M8809 503546 5 38550.9000 p47 p28 n/a N p47->p97->p55->p0->p32->p19
307268.9000 M8537 741986 4 46842.9000 p70 p65 n/a N p70->p3->p30->p32->p19
307268.9000 M8950 803208 3 34238.9000 p17 p70 n/a N p17->p0->p32->p19
307284.0000 M8627 793011 3 44115.0000 p25 p28 n/a N p25->p78->p37->p33
307284.0000 M8803 713845 5 38747.0000 p32 p60 n/a N p32->p31->p79->p77->p37->p33
307284.0000 M9179 513778 2 27267.0000 p34 p53 n/a N p34->p37->p33
307350.7000 M9157 900407 4 28008.7000 p77 p46 n/a N p77->p33->p79->p5->p30
307390.1000 M8729 687461 3 41112.1000 p58 p32 n/a N p58->p62->p0->p41
307390.1000 M8935 572234 3 34817.1000 p57 p26 n/a N p57->p72->p0->p41
307390.1000 M9663 728725 3 12582.1000 p3 p85 n/a N p3->p72->p0->p41
307390.1000 M9189 670883 4 27069.1000 p15 p67 n/a N p15->p23->p27->p0->p41
307390.1000 M9108 885061 5 29541.1000 p32 p76 n/a N p32->p45->p56->p62->p0->p41
307394.8000 M9013 767060 6 32445.8000 p85 p73 n/a N p85->p0->p67->p91->p7->p30->p58
307394.8000 M8953 706954 5 34271.8000 p0 p41 n/a N p0->p67->p91->p7->p30->p58
307700.4000 M8903 920853 4 36106.4000 p41 p25 n/a N p41->p58->p63->p18->p31
308162.4000 M9316 917143 6 23964.4000 p71 p74 n/a N p71->p85->p10->p1->p28->p41->p42
308162.4000 M9807 830493 5 8969.4000 p0 p1 n/a N p0->p86->p8->p28->p41->p42
308162.4000 M9345 756317 6 23080.4000 p71 p23 n/a N p71->p85->p10->p1->p28->p41->p42
308162.4000 M9880 589648 2 6739.4000 p89 p49 n/a N p89->p42->p41
308163.5000 M8906 618621 4 36476.5000 p65 p30 n/a N p65->p0->p80->p34->p54
308491.1000 M9099 882008 4 30919.1000 p58 p25 n/a N p58->p46->p27->p56->p4
308491.1000 M9770 982261 3 10420.1000 p42 p50 n/a N p42->p25->p56->p4
308491.1000 M9042 969442 4 32658.1000 p26 p38 n/a N p26->p69->p88->p56->p4
308491.1000 M8603 651034 4 46050.1000 p63 p87 n/a N p63->p46->p27->p56->p4
308491.1000 M8678 920756 2 43762.1000 p73 p77 n/a N p73->p56->p4
308556.1000 M9451 826861 4 20230.1000 p26 p24 n/a N p26->p1->p60->p27->p74
308556.1000 M8911 959605 5 36716.1000 p63 p1 n/a N p63->p76->p46->p23->p27->p74
308556.1000 M9305 901449 6 24690.1000 p36 p2 n/a N p36->p99->p81->p85->p60->p27->p74
308556.1000 M8653 974644 5 44592.1000 p9 p4 n/a N p9->p15->p8->p60->p27->p74
308704.7000 M8515 744433 4 48950.7000 p23 p32 n/a N p23->p75->p0->p4->p27
308704.7000 M9247 573607 1 26611.7000 p4 p53 n/a N p4->p27
308704.7000 M9189 670883 3 28383.7000 p15 p67 n/a N p15->p23->p27->p4
308704.7000 M9763 936165 1 10846.7000 p27 p36 n/a N p27->p4
308804.3000 M9768 606888 3 10794.3000 p47 p26 n/a N p47->p35->p96->p34
309030.9000 M9300 573451 3 25317.9000 p3 p31 n/a N p3->p44->p32->p84
309030.9000 M8752 863948 5 42049.9000 p77 p33 n/a N p77->p38->p28->p19->p32->p84
309030.9000 M8754 982565 3 41988.9000 p33 p72 n/a N p33->p80->p84->p32
309030.9000 M9557 902157 2 17466.9000 p7 p90 n/a N p7->p84->p32
309098.7000 M9353 941262 4 23771.7000 p59 p50 n/a N p59->p27->p23->p54->p96
309098.7000 M9605 986662 1 16068.7000 p54 p71 n/a N p54->p96
309103.8000 M9333 594137 5 24388.8000 p6 p85 n/a N p6->p49->p99->p97->p41->p81
309103.8000 M8767 879110 4 41663.8000 p33 p78 n/a N p33->p80->p97->p41->p81
309103.8000 M9367 573485 1 23350.8000 p41 p78 n/a N p41->p81
309188.0000 M9010 953122 4 34329.0000 p3 p74 n/a N p3->p2->p16->p47->p81
309188.0000 M9380 804114 2 23038.0000 p32 p4 n/a N p32->p81->p47
309188.0000 M9350 569726 2 23953.0000 p46 p86 n/a N p46->p81->p47
309188.0000 M9513 889564 4 18968.0000 p70 p3 n/a N p70->p27->p46->p81->p47
309188.0000 M9542 699769 3 18082.0000 p32 p84 n/a N p32->p44->p81->p47
309188.0000 M9046 973698 3 33232.0000 p58 p40 n/a N p58->p46->p81->p47
309188.0000 M9203 771148 2 28437.0000 p36 p16 n/a N p36->p81->p47
309188.0000 M8773 722428 5 41564.0000 p9 p20 n/a N p9->p52->p21->p28->p81->p47
309302.5000 M9398 624768 3 22603.5000 p69 p54 n/a N p69->p4->p0->p39
309302.5000 M9477 821999 4 20181.5000 p60 p45 n/a N p60->p64->p62->p0->p39
309302.5000 M8935 572234 3 36729.5000 p57 p26 n/a N p57->p72->p0->p39
309302.5000 M9663 728725 3 14494.5000 p3 p85 n/a N p3->p72->p0->p39
309302.5000 M9189 670883 4 28981.5000 p15 p67 n/a N p15->p23->p27->p0->p39
309302.5000 M9186 632939 5 29073.5000 p45 p30 n/a N p45->p32->p56->p62->p0->p39
309302.5000 M9108 885061 5 31453.5000 p32 p76 n/a N p32->p45->p56->p62->p0->p39
