# time  created  delivered  delivered/created
13439.0000 440 49 0.1114
13458.2000 440 50 0.1136
13459.1000 440 51 0.1159
13469.0000 441 51 0.1156
13487.0000 441 52 0.1179
13492.1000 441 53 0.1202
13495.4000 441 54 0.1224
13500.0000 442 54 0.1222
13531.0000 443 54 0.1219
13562.0000 444 54 0.1216
13593.0000 445 54 0.1213
13623.0000 446 54 0.1211
13642.0000 446 55 0.1233
13645.8000 446 56 0.1256
13648.3000 446 57 0.1278
13653.0000 447 57 0.1275
13684.0000 448 57 0.1272
13704.4000 448 58 0.1295
13714.0000 449 58 0.1292
13744.0000 450 58 0.1289
13774.0000 451 58 0.1286
13804.0000 452 58 0.1283
13834.0000 453 58 0.1280
13864.0000 454 58 0.1278
13895.0000 455 58 0.1275
13926.0000 456 58 0.1272
13946.4000 456 59 0.1294
13957.0000 457 59 0.1291
13988.0000 458 59 0.1288
14013.5000 458 60 0.1310
14018.0000 459 60 0.1307
14049.0000 460 60 0.1304
14079.0000 461 60 0.1302
14110.0000 462 60 0.1299
14127.5000 462 61 0.1320
14140.0000 463 61 0.1317
14170.0000 464 61 0.1315
14201.0000 465 61 0.1312
14231.0000 466 61 0.1309
14261.0000 467 61 0.1306
14292.0000 468 61 0.1303
14322.0000 469 61 0.1301
14352.0000 470 61 0.1298
14374.0000 470 62 0.1319
14382.0000 471 62 0.1316
14385.1000 471 63 0.1338
14388.5000 471 64 0.1359
14413.0000 472 64 0.1356
14443.0000 473 64 0.1353
14474.0000 474 64 0.1350
14504.0000 475 64 0.1347
14534.0000 476 64 0.1345
14537.9000 476 65 0.1366
14547.6000 476 66 0.1387
14565.0000 477 66 0.1384
14595.0000 478 66 0.1381
14626.0000 479 66 0.1378
14657.0000 480 66 0.1375
14688.0000 481 66 0.1372
14719.0000 482 66 0.1369
14724.4000 482 67 0.1390
14724.7000 482 68 0.1411
14750.0000 483 68 0.1408
14760.1000 483 69 0.1429
14781.0000 484 69 0.1426
14812.0000 485 69 0.1423
14842.0000 486 69 0.1420
14873.0000 487 69 0.1417
14883.8000 487 70 0.1437
14886.5000 487 71 0.1458
14888.7000 487 72 0.1478
14904.0000 488 72 0.1475
14934.0000 489 72 0.1472
14964.0000 490 72 0.1469
14994.0000 491 72 0.1466
15025.0000 492 72 0.1463
15055.0000 493 72 0.1460
15085.0000 494 72 0.1457
15089.5000 494 73 0.1478
15116.0000 495 73 0.1475
15125.9000 495 74 0.1495
15147.0000 496 74 0.1492
15150.3000 496 75 0.1512
15153.5000 496 76 0.1532
15178.0000 497 76 0.1529
15209.0000 498 76 0.1526
15227.4000 498 77 0.1546
15229.5000 498 78 0.1566
15240.0000 499 78 0.1563
15270.0000 500 78 0.1560
15301.0000 501 78 0.1557
15332.0000 502 78 0.1554
15362.0000 503 78 0.1551
15393.0000 504 78 0.1548
15424.0000 505 78 0.1545
15455.0000 506 78 0.1542
15485.0000 507 78 0.1538
15515.0000 508 78 0.1535
15523.4000 508 79 0.1555
15546.0000 509 79 0.1552
15576.0000 510 79 0.1549
15597.3000 510 80 0.1569
15606.0000 511 80 0.1566
15636.0000 512 80 0.1563
15666.0000 513 80 0.1559
15671.5000 513 81 0.1579
15697.0000 514 81 0.1576
15723.2000 514 82 0.1595
15725.7000 514 83 0.1615
15727.0000 515 83 0.1612
